,   DAY,  ELEV. (FT),  STORAGE (AC-FT), RESERVOIR EVAP. (CFS),RIVER GAGE BELOW DAM (CFS),ROCKY FORK CREEK (CFS),TOTAL RESERVOIR RELEASE (CFS), COMPUTED INFLOW (CFS),CALLED OUT? (Y= YES) (N= NO) ,EVAP ACCOUNTED AGAINST FILL ,MIN FLOW BELOW RUEDI GAGE (CFS),REQUIRED TO MEET THE  MIN FLOW (CFS),BOUSTEAD TUNNEL DIVERSIONS (CFS),BOUSTEAD TUNNEL DIVERSIONS (AC-FT),BOUSTEAD REPLACEMENT RELEASE (CFS),BOUSTEAD REPLACEMENT RELEASE (AC-FT),REGULAR CONTRACT RELEASE (CFS),REGULAR CONTRACT RELEASE (AC-FT),CONTRACT REL FOR WOLFORD EXCH (CFS),ADDL CONT REL FOR WOLFORD EXCH (AC-FT),TOTAL CONTRACT RELEASE (CFS),TOTAL CONTRACT RELEASE (AC-FT),ENDANGERED FISH RELEASE (CFS),CUMULATIVE FISH RELEASE (AC-FT),REMAINING AMT AVAIL TO FISH (AC-FT),TOTAL REQUIRED RELEASE (CFS),DISCRE- TIONARY RELEASE (CFS),RELEASE THROUGH PP (CFS),POWER PLANT BYPASS (CFS),FLOWS IN FRYINGPAN >250 CFS (CFS),DAILY OWED TO RIVER ACCOUNT (CFS),OWED TO RIVER ACCOUNT (CFS),OWED TO RIVER ACCOUNT (AC-FT), STORABLE INFLOW (AC-FT),CUMULATIVE STORABLE  INFLOW (AC-FT),DAILY FIRST FILL (AC-FT),CUMULATIVE FIRST FILL (AC-FT),DAILY REFILL RIGHT (AC-FT),CUMULATIVE REFILL RIGHT (AC-FT), PALISADE GAGE (CFS),   ,Other   (CFS),& Wolford  Exchange (CFS),ADDL CONT REL FOR WOLFORD EXCH and CO Water Trust (AC-FT),TOTAL TUNNEL DIVERSIONS (CFS),FRYINGPAN TUNNEL DIVERSIONS (CFS),BOUSTEAD FRYINGPAN DIVERSIONS (AC-FT),ADDITIONAL CONTRACT RELEASE (CFS),ADDL CONT REL FOR VARIOUS (AC-FT)
2017-05-12,FRI,7731.539734848485,71601.47,3.42329,222.4375,14.4020833,208.0354167,458.5623114390999,N,0,110,95.5979167,300.4375,3450.10609823915,0,0,0,0,0,0,0,0,0,0,21412.5,95.5979167,0,208.0354167,0,0,-112.43750000000001,-4270.75,-8471.032625,713.1497812500047,80072.502625,713.1497812500047,80072.502625,0,0,5361.3541667,,,,,,,,,
2017-05-13,SAT,7732.229937343358,72149.49,3.44346,253.65625,15.6447917,238.0114583,517.7443057464351,N,0,110,94.3552083,441.734375,4326.28623105165,0,0,0,0,0,0,0,0,0,0,21412.5,94.3552083,0,238.0114583,0,3.65625,-143.65625,-4414.40625,-8755.974796875,832.962171875004,80905.46479687499,832.962171875004,80905.46479687499,0,0,6663.6458333,,,,,,,,,
2017-05-14,SUN,7733.040472049689,72796.58,3.46363,257.4791667,19.765625,237.7135417,567.4136224184253,N,0,110,90.234375,487.7083333,5293.6557101522,0,0,0,0,0,0,0,0,0,0,21412.5,90.234375,0,237.7135417,0,7.4791667000000075,-147.4791667,-4561.8854167,-9048.49972402445,939.6149271494467,81845.07972402444,939.6149271494467,81845.07972402444,0,0,7846.6666667,,,,,,,,,
2017-05-15,MON,7733.739217391304,73359.07,3.48379,261.5416667,22.765625,238.7760417,525.8444044249837,N,0,110,87.234375,450.6666667,6187.55304355165,0,0,0,0,0,0,0,0,0,0,21412.5,87.234375,0,238.7760417,0,11.541666700000007,-151.5416667,-4713.4270834,-9349.0826199239,863.0728958994553,82708.1526199239,863.0728958994553,82708.1526199239,0,0,8053.6458333,,,,,,,,,
2017-05-16,TUE,7734.378395061728,73875.5,3.49892,262.25,23.125,239.125,502.98691470632366,N,0,110,86.875,433.1666667,7046.7391269511,0,0,0,0,0,0,0,0,0,0,21412.5,86.875,0,239.125,0,12.25,-152.25,-4865.6770834,-9651.0704949239,818.417874999993,83526.5704949239,818.417874999993,83526.5704949239,0,0,8086.25,,,,,,,,,
2017-05-17,WED,7734.869074074074,74272.95,3.509,260.75,22.215625,238.534375,442.42149448575606,N,0,110,87.784375,331.6145833,7704.49665292665,0,0,0,0,0,0,0,0,0,0,21412.5,87.784375,0,238.534375,0,10.75,-150.75,-5016.4270834,-9950.0831199239,696.462624999997,84223.0331199239,696.462624999997,84223.0331199239,0,0,7852.0833333,,,,,,,,,
2017-05-18,THU,7735.248981595092,74581.92,3.51908,256.875,20.90625,235.96875,395.25793335266,N,0,110,89.09375,251.3229167,8202.9956582011,0,0,0,0,0,0,0,0,0,0,21412.5,89.09375,0,235.96875,0,6.875,-146.875,-5163.3020834,-10241.4096824239,600.2965625000012,84823.32968242391,600.2965625000012,84823.32968242391,0,0,7422.6041667,,,,,,,,,
2017-05-19,FRI,7735.519055214724,74802.03,3.52917,255.6875,18.925,236.7625,351.26217668011117,N,0,110,91.075,181.3645833,8562.73230917665,0,0,0,0,0,0,0,0,0,0,21412.5,91.075,0,236.7625,0,5.6875,-145.6875,-5308.9895834,-10530.3808386739,509.0811562500005,85332.41083867391,509.0811562500005,85332.41083867391,0,0,6706.3541667,,,,,,,,,
2017-05-20,SAT,7735.709337423313,74957.11,3.53421,253.8125,16.7541667,237.05833330000002,318.7775697683649,N,0,110,93.2458333,119.621875,8800.002298239151,0,0,0,0,0,0,0,0,0,0,21412.5,93.2458333,0,237.05833330000002,0,3.8125,-143.8125,-5452.8020834,-10815.6329324239,440.3320937500018,85772.7429324239,440.3320937500018,85772.7429324239,0,0,5962.1875,,,,,,,,,
2017-05-21,SUN,7735.879779141104,75096.02,3.53421,252.75,15.1364583,237.6135417,311.1805220554341,N,0,110,94.8635417,79.8979167,8958.479816013602,0,0,0,0,0,0,0,0,0,0,21412.5,94.8635417,0,237.6135417,0,2.75,-142.75,-5595.5520834,-11098.7775574239,422.05462500000357,86194.79755742391,422.05462500000357,86194.79755742391,0,0,5391.4583333,,,,,,,,,
2017-05-22,MON,7736.050036540804,75235.08,3.53925,251,14.134375,236.865625,310.51326925258263,N,0,110,95.865625,78.4916667,9114.168036913052,0,0,0,0,0,0,0,0,0,0,21412.5,95.865625,0,236.865625,0,1,-141,-5736.5520834,-11378.4510574239,418.73349999999766,86613.53105742391,418.73349999999766,86613.53105742391,0,0,4912.7083333,,,,,,,,,
2017-05-23,TUE,7736.220097442144,75374.7,3.54429,226.34375,13.3291667,213.0145833,286.94959676861373,N,0,110,96.6708333,75.71875,9264.356177538051,0,0,0,0,0,0,0,0,0,0,21412.5,96.6708333,0,213.0145833,0,0,-116.34375,-5852.8958334,-11609.2188855489,370.3878281249954,86983.9188855489,370.3878281249954,86983.9188855489,0,0,4639.4791667,,,,,,,,,
2017-05-24,WED,7736.479732034105,75587.86,3.54933,192.1875,12.675,179.5125,290.52842944542647,N,0,110,97.325,102.23125,9467.13186191305,0,0,0,0,0,0,0,0,0,0,21412.5,97.325,0,179.5125,0,0,-82.18749999999999,-5935.0833334,-11772.2377917989,376.1789062500034,87360.09779179891,376.1789062500034,87360.09779179891,0,0,4346.25,,,,,,,,,
2017-05-25,THU,7736.830365408039,75875.73,3.55942,192.5625,12.55,180.0125,328.7042618200128,N,0,110,97.45,232.6666667,9928.626195312501,0,0,0,0,0,0,0,0,0,0,21412.5,97.45,0,180.0125,0,0,-82.56249999999999,-6017.6458334,-11936.0005105489,451.63271874999543,87811.7305105489,451.63271874999543,87811.7305105489,0,0,4277.8125,,,,,,,,,
2017-05-26,FRI,7737.250205562274,76221.92,3.5695,193.59375,13.6395833,179.9541667,358.05857973251943,N,0,110,96.3604167,303.3229167,10530.267200586952,0,0,0,0,0,0,0,0,0,0,21412.5,96.3604167,0,179.9541667,0,0,-83.59375,-6101.2395834,-12101.8087136739,511.99820312500236,88323.7287136739,511.99820312500236,88323.7287136739,0,0,4958.2291667,,,,,,,,,
2017-05-27,SAT,7737.790326481258,76668.6,3.58463,196.59375,16.1135417,180.48020830000002,409.2627208308836,N,0,110,93.8864583,327.6666667,11180.194033986401,0,0,0,0,0,0,0,0,0,0,21412.5,93.8864583,0,180.48020830000002,0,0,-86.59375000000001,-6187.8333334,-12273.5674167989,618.4387031250076,88942.16741679891,618.4387031250076,88942.16741679891,0,0,5912.0833333,,,,,,,,,
2017-05-28,SUN,7738.210144057623,77017.05,3.59471,198.84375,18.31875,180.525,359.79402308293277,N,0,110,91.68125,235.1510417,11646.616125198352,0,0,0,0,0,0,0,0,0,0,21412.5,91.68125,0,180.525,0,0,-88.84375,-6276.6770834,-12449.7889949239,524.6715781249972,89466.8389949239,524.6715781249972,89466.8389949239,0,0,6338.75,,,,,,,,,
2017-05-29,MON,7738.609603841536,77349.8,3.59975,199.9375,19.1958333,180.7416667,352.1004285477439,N,0,110,90.8041667,280.1770833,12202.347369923902,0,0,0,0,0,0,0,0,0,0,21412.5,90.8041667,0,180.7416667,0,0,-89.9375,-6366.6145834,-12628.1800261739,511.1410312500001,89977.9800261739,511.1410312500001,89977.9800261739,0,0,6021.1458333,,,,,,,,,
2017-05-30,TUE,7739.030059665871,77700.19,3.60983,201.09375,20.325,180.76875,361.03096215275997,N,0,110,89.675,401.6875,12999.094526173902,0,0,0,0,0,0,0,0,0,0,21412.5,89.675,0,180.76875,0,0,-91.09375000000001,-6457.7083334,-12808.8644792989,531.0744531249994,90509.0544792989,531.0744531249994,90509.0544792989,0,0,6146.5625,,,,,,,,,
2017-05-31,WED,7739.54946300716,78135.45,3.62496,203.4375,22.396875,181.040625,404.10596816107625,N,0,110,87.603125,504.8229167,14000.410781448352,0,0,0,0,0,0,0,0,0,0,21412.5,87.603125,0,181.040625,0,0,-93.4375,-6551.1458334,-12994.1977605489,620.5932812499948,91131.2777605489,620.5932812499948,91129.64776054889,0,0,6420.5208333,,,,,,,,,
2017-06-01,THU,7740.18976331361,78673.35,8.92879,206.59375,24.9145833,181.6791667,461.79525188528294,N,0,110,85.0854167,608.7395833,15207.845744923903,0,0,0,0,0,0,0,0,0,0,21412.5,85.0854167,0,181.6791667,0,0,-96.59375,-6647.7395834,-13185.7914636739,729.4937031250088,91860.77146367391,729.4937031250088,91859.1414636739,0,0,7122.2916667,,,,,,,,,
2017-06-02,FRI,7740.9793491124265,79340.55,8.97921,219.8958333,27.7166667,192.1791666,537.53347112987,N,0,110,82.2833333,732.1770833,16660.118989649454,0,0,0,0,0,0,0,0,0,0,21412.5,82.2833333,0,192.1791666,0,0,-109.8958333,-6757.6354167,-13403.76984902445,885.1783853505472,92745.94984902446,885.1783853505472,92744.31984902445,0,0,8114.0625,,,,,,,,,
2017-06-03,SAT,7741.648505882353,79909.23,9.01954,316.5520833,30.4385417,286.1135416,581.8384004807629,N,0,110,79.5614583,791.8541667,18230.761729298905,0,0,0,0,0,0,0,0,0,0,21412.5,79.5614583,0,286.1135416,0,66.55208329999999,-206.55208330000002,-6964.1875,-13813.46590625,978.376057225543,93724.32590625,978.376057225543,93722.69590625,0,0,9140.625,,,,,,,,,
2017-06-04,SUN,7742.318481308411,80480.62,9.06492,415.34375,33.2333333,382.1104167,679.2469273226365,N,0,110,76.7666667,872.3229167,19961.014234573355,0,0,0,0,0,0,0,0,0,0,21412.5,76.7666667,0,382.1104167,0,165.34375,-305.34375,-7269.53125,-14419.115234375,1177.0393281249994,94901.365234375,1177.0393281249994,94899.735234375,0,0,9886.7708333,,,,,,,,,
2017-06-05,MON,7743.099326364692,81149.52,9.11533,510.7291667,36.7166667,474.0125,820.3599953642595,N,0,110,73.28333330000001,919.875,21785.586297073354,0,0,0,0,0,0,0,0,0,0,21412.5,73.28333330000001,0,474.0125,0,260.7291667,-400.72916669999995,-7670.2604167,-15213.96153652445,1463.7463021494589,96365.11153652446,1463.7463021494589,96363.48153652446,0,0,11106.7708333,,,,,,,,,
2017-06-06,TUE,7743.809883855982,81761.31,9.16071,594.1875,38.33125,555.85625,873.4565869221042,N,0,110,71.66875,935.46875,23641.088562698355,0,0,0,0,0,0,0,0,0,0,21412.5,71.66875,0,555.85625,0,344.1875,-484.18750000000006,-8154.4479167,-16174.34744277445,1572.1759062499937,97937.28744277445,1572.1759062499937,97935.65744277445,0,0,12204.1666667,,,,,,,,,
2017-06-07,WED,7744.489942396313,82350.27,9.20104,608.8125,43.125,565.6875,871.8182097756523,N,0,110,66.875,921.4270833,25468.739182423906,0,0,0,0,0,0,0,0,0,0,21412.5,66.875,0,565.6875,0,358.8125,-498.8125,-8653.260416699999,-17163.742036524447,1578.3545937500064,99515.64203652446,1578.3545937500064,99514.01203652445,0,0,13487.5,,,,,,,,,
2017-06-08,THU,7745.14028604119,82915.61,9.24138,595.6875,45.778125,549.909375,844.1721817708578,N,0,110,64.221875,922.5,27298.517932423907,0,0,0,0,0,0,0,0,0,0,21412.5,64.221875,0,549.909375,0,345.6875,-485.68749999999994,-9138.947916699999,-18127.103192774448,1528.7011562499965,101044.34319277445,1528.7011562499965,101042.71319277445,0,0,14032.2916667,,,,,,,,,
2017-06-09,FRI,7746.209704209329,83851.33,9.30188,504.5416667,48.125,456.4166667,937.4705003173436,N,0,110,61.875,930.3125,29143.79277617391,0,0,0,0,0,0,0,0,0,0,21412.5,61.875,0,456.4166667,0,254.5416667,-394.5416667,-9533.4895834,-18909.6765886739,1718.293395899451,102762.63658867391,1328.6568072255468,102371.37,389.6365886739077,389.6365886739077,14740.625,,,,,,,,,
2017-06-10,SAT,7747.449525423729,84943.83,9.37246,395.8333333,49.0979167,346.7354166,906.9019275200908,N,0,110,60.9020833,938.5416667,31005.39017207336,0,0,0,0,0,0,0,0,0,0,21412.5,60.9020833,0,346.7354166,0,145.8333333,-285.8333333,-9819.322916699999,-19476.627005274448,1659.4504166005502,104422.08700527446,False,102371.37,1659.4504166005502,2049.0870052744576,14912.5,,,,,,,,,
2017-06-11,SUN,7748.969797752809,86294.12,9.46321,300.5833333,48.865625,251.7177083,941.9421988646552,N,0,110,61.134375,934.4166667,32858.80563047281,0,0,0,0,0,0,0,0,0,0,21412.5,61.134375,0,251.7177083,0,50.58333329999999,-190.5833333,-10009.906249999998,-19854.649046874998,1728.3120416005436,106150.399046875,False,102371.37,1728.3120416005436,3777.399046875001,14729.1666667,,,,,,,,,
2017-06-12,MON,7750.249378468368,87440.69,9.53883,235.5,46.696875,188.803125,776.3959000466382,N,0,110,63.303125,906.2916667,34656.43515137226,0,0,0,0,0,0,0,0,0,0,21412.5,63.303125,0,188.803125,0,0,-125.5,-10135.406249999998,-20103.578296874995,1395.499250000007,107545.898296875,False,102371.37,1395.499250000007,5172.898296875008,14036.4583333,,,,,,,,,
2017-06-13,TUE,7751.349349503859,88433.86,9.60438,225.78125,43.996875,181.784375,692.1046612263667,N,0,110,66.003125,823.3958333,36289.640786722804,0,0,0,0,0,0,0,0,0,0,21412.5,66.003125,0,181.784375,0,0,-115.78125000000001,-10251.187499999998,-20333.230406249997,1222.8221093749985,108768.72040625001,False,102371.37,1222.8221093749985,6395.720406250006,13166.6666667,,,,,,,,,
2017-06-14,WED,7752.209419496166,89215.2,9.65983,176.15625,39.778125,136.378125,539.9577936690176,N,0,110,70.221875,716.4791667,37710.77721387226,0,0,0,0,0,0,0,0,0,0,21412.5,70.221875,0,136.378125,0,0,-66.15625000000001,-10317.343749999998,-20464.451328124997,912.5609218749964,109681.28132812501,False,102371.37,912.5609218749964,7308.281328125002,11505.2083333,,,,,,,,,
2017-06-15,THU,7753.009738846572,89945.95,9.71025,162.4791667,36.7791667,125.70000000000002,503.82466895639016,N,0,110,73.22083330000001,787.78125,39273.34132324726,0,0,0,0,0,0,0,0,0,0,21412.5,73.22083330000001,0,125.70000000000002,0,0,-52.47916670000001,-10369.822916699999,-20568.543755274448,834.84242714945,110516.12375527446,False,102371.37,834.84242714945,8143.1237552744515,10079.375,,,,,,,,,
2017-06-16,FRI,7753.889815016322,90754.74,9.77075,140.3229167,34.94375,105.37916670000001,522.908928547748,N,0,110,75.05625,820.15625,40900.12124512226,0,0,0,0,0,0,0,0,0,0,21412.5,75.05625,0,105.37916670000001,0,0,-30.322916700000007,-10400.1458334,-20628.6892605489,868.9355052744583,111385.05926054892,False,102371.37,868.9355052744583,9012.05926054891,10098.9583333,,,,,,,,,
2017-06-17,SAT,7754.939751351351,91725.27,9.83629,131.875,34.0854167,97.7895833,596.9276126496338,N,0,110,75.9145833,891.5,42668.41149512226,0,0,0,0,0,0,0,0,0,0,21412.5,75.9145833,0,97.7895833,0,0,-21.875,-10422.0208334,-20672.0783230489,1013.9190624999986,112398.97832304893,False,102371.37,1013.9190624999986,10025.978323048908,10381.5625,,,,,,,,,
2017-06-18,SUN,7756.3391471215355,93030.12,9.93208,131.8541667,33.7572917,98.09687500000001,765.8812363208931,N,0,110,76.2427083,943.125,44539.09993262226,0,0,0,0,0,0,0,0,0,0,21412.5,76.2427083,0,98.09687500000001,0,0,-21.854166700000007,-10443.8750001,-20715.426062698352,1348.1977396494415,113747.17606269837,False,102371.37,1348.1977396494415,11374.17606269835,11254.1666667,,,,,,,,,
2017-06-19,MON,7757.588813559322,94205.84,10.01275,131.125,32.3552083,98.7697917,701.5327307597435,N,0,110,77.6447917,929.5520833,46382.86648984781,0,0,0,0,0,0,0,0,0,0,21412.5,77.6447917,0,98.7697917,0,0,-21.125,-10465.0000001,-20757.327500198353,1217.621437500001,114964.79750019837,False,102371.37,1217.621437500001,12591.797500198352,11961.4583333,,,,,,,,,
2017-06-20,TUE,7758.528957894737,95096.51,10.07829,145.84375,30.8895833,114.9541667,574.0720332061751,N,0,110,79.1104167,898.7604167,48165.55777637226,0,0,0,0,0,0,0,0,0,0,21412.5,79.1104167,0,114.9541667,0,0,-35.84375,-10500.8437501,-20828.423578323353,961.7660781249984,115926.56357832337,False,102371.37,961.7660781249984,13553.56357832335,11527.0833333,,,,,,,,,
2017-06-21,WED,7759.209790794979,95744.56,10.12367,248.8229167,29.7416667,219.08125,555.9253636601982,N,0,110,80.2583333,908.8958333,49968.35266172281,0,0,0,0,0,0,0,0,0,0,21412.5,80.2583333,0,219.08125,0,0,-138.8229167,-10639.666666800002,-21103.778833597804,923.4052552744531,116849.96883359783,False,102371.37,923.4052552744531,14476.968833597803,11011.4583333,,,,,,,,,
2017-06-22,THU,7759.7404184100415,96251.84,10.15896,262.125,28.3916667,233.7333333,499.6422302800851,N,0,110,81.6083333,866.15625,51686.373583597815,0,0,0,0,0,0,0,0,0,0,21412.5,81.6083333,0,233.7333333,0,12.125,-152.125,-10791.791666800002,-21405.518771097803,809.0199374999987,117658.98877109782,False,102371.37,809.0199374999987,15285.988771097802,11130.2083333,,,,,,,,,
2017-06-23,FRI,7760.140653526971,96635.59,10.18921,240.0625,26.1947917,213.8677083,417.52805517925384,N,0,110,83.8052083,766.0416667,53205.81722949727,0,0,0,0,0,0,0,0,0,0,21412.5,83.8052083,0,213.8677083,0,0,-130.0625,-10921.854166800002,-21663.497739847804,641.72896875,118300.71773984782,False,102371.37,641.72896875,15927.717739847802,10979.1666667,,,,,,,,,
2017-06-24,SAT,7760.569543568465,97049.04,10.21442,176.25,23.4,152.85,371.50908851524935,N,0,110,86.6,665.3229167,54525.48523477172,0,0,0,0,0,0,0,0,0,0,21412.5,86.6,0,152.85,0,0,-66.25,-10988.104166800002,-21794.904614847805,544.856874999997,118845.57461484782,False,102371.37,544.856874999997,16472.5746148478,10643.75,,,,,,,,,
2017-06-25,SUN,7761.020072239422,97483.45,10.24467,174.4375,21.478125,152.959375,382.21589274388884,N,0,110,88.521875,553.8645833,55624.075635747264,0,0,0,0,0,0,0,0,0,0,21412.5,88.521875,0,152.959375,0,0,-64.4375,-11052.541666800002,-21922.716396097803,562.2217812500036,119407.79639609782,False,102371.37,562.2217812500036,17034.7963960978,9658.75,,,,,,,,,
2017-06-26,MON,7761.499463364293,97947.98,10.27492,172.21875,19.61875,152.6,397.07204629190767,N,0,110,90.38125,485.1458333,56586.362396097815,0,0,0,0,0,0,0,0,0,0,21412.5,90.38125,0,152.6,0,0,-62.21875,-11114.760416800002,-22046.127286722804,587.9408906249988,119995.73728672283,False,102371.37,587.9408906249988,17622.7372867228,8644.8958333,,,,,,,,,
2017-06-27,TUE,7761.970526315789,98404.44,10.30517,171.8541667,17.85625,153.99791670000002,394.4316473251608,N,0,110,92.14375,426.15625,57431.64331797281,0,0,0,0,0,0,0,0,0,0,21412.5,92.14375,0,153.99791670000002,0,0,-61.85416670000002,-11176.614583500002,-22168.815026372256,579.1477396494564,120574.88502637229,False,102371.37,579.1477396494564,18201.885026372256,7654.375,,,,,,,,,
2017-06-28,WED,7762.449590163935,98871.8,10.34046,152.75,16.6677083,136.08229169999998,382.04664885150015,N,0,110,93.3322917,368.5,58162.56306797281,0,0,0,0,0,0,0,0,0,0,21412.5,93.3322917,0,136.08229169999998,0,0,-42.749999999999986,-11219.364583500002,-22253.609651372255,552.1546250000006,121127.03965137228,False,102371.37,552.1546250000006,18754.039651372255,7016.7708333,,,,,,,,,
2017-06-29,THU,7762.889774590164,99301.42,10.36567,145.8958333,15.70625,130.18958329999998,357.1521779281801,N,0,110,94.29375,329.125,58815.382505472815,0,0,0,0,0,0,0,0,0,0,21412.5,94.29375,0,130.18958329999998,0,0,-35.89583329999998,-11255.260416800002,-22324.809036722803,500.81938535054525,121627.85903672283,False,102371.37,500.81938535054525,19254.8590367228,6416.5625,,,,,,,,,
2017-06-30,FRI,7763.279245667686,99682.94,10.39592,144.3541667,14.8916667,129.4625,332.2052816082703,N,0,110,95.1083333,322.2083333,59454.482734573365,0,0,0,0,0,0,0,0,0,0,21412.5,95.1083333,0,129.4625,0,0,-34.35416670000001,-11289.614583500002,-22392.950526372257,449.66148964945415,122079.50052637229,False,102371.37,449.66148964945415,19704.520526372253,5742.6041667,,,,,,,,,
2017-07-01,SAT,7763.509235474006,99908.56,9.36742,143.4583333,14.2875,129.1708333,252.28667780214033,N,0,110,95.7125,331.8125,60112.63282832337,0,0,0,0,0,0,0,0,0,0,21412.5,95.7125,0,129.1708333,0,0,-33.45833329999999,-11323.072916800002,-22459.315130472805,291.9846041005453,122371.48513047284,False,102371.37,291.9846041005453,19996.505130472797,5573.3333333,,,,,,,,,
2017-07-02,SUN,7763.669602446484,100065.88,9.3775,142.6458333,13.6958333,128.95,217.6418433324966,N,0,110,96.3041667,296.6354167,60701.00917734782,0,0,0,0,0,0,0,0,0,0,21412.5,96.3041667,0,128.95,0,0,-32.64583329999999,-11355.7187501,-22524.06814082335,222.073010350557,122593.5581408234,False,102371.37,222.073010350557,20218.578140823352,5150.7291667,,,,,,,,,
2017-07-03,MON,7763.819847094801,100213.27,9.38254,142.1458333,13.1666667,128.97916659999999,212.66974794106346,N,0,110,96.83333329999999,246.875,61190.68573984782,0,0,0,0,0,0,0,0,0,0,21412.5,96.83333329999999,0,128.97916659999999,0,0,-32.14583329999999,-11387.8645834,-22587.8294011739,211.1512603505494,122804.70940117395,False,102371.37,211.1512603505494,20429.729401173903,4695,,,,,,,,,
2017-07-04,TUE,7764.000607287449,100390.6,9.39767,142,12.6666667,129.3333333,228.13357451250403,N,0,110,97.33333329999999,227.1458333,61641.229500198366,0,0,0,0,0,0,0,0,0,0,21412.5,97.33333329999999,0,129.3333333,0,0,-32,-11419.8645834,-22651.3014011739,240.80200000000175,123045.51140117395,False,102371.37,240.80200000000175,20670.531401173906,4360.2083333,,,,,,,,,
2017-07-05,WED,7764.190050607287,100577.77,9.40775,141.7916667,12.0083333,129.7833334,233.55458226564068,N,0,110,97.9916667,226.5729167,62090.63688047282,0,0,0,0,0,0,0,0,0,0,21412.5,97.9916667,0,129.7833334,0,0,-31.791666700000007,-11451.6562501,-22714.360172073353,250.2287708994483,123295.7401720734,False,102371.37,250.2287708994483,20920.760172073355,4185,,,,,,,,,
2017-07-06,THU,7764.32995951417,100716,9.41279,140.6458333,11.4666667,129.1791666,208.28189862167682,N,0,110,98.5333333,219.6979167,62526.40769824727,0,0,0,0,0,0,0,0,0,0,21412.5,98.5333333,0,129.1791666,0,0,-30.645833300000007,-11482.3020834,-22775.1461824239,199.01601035054597,123494.75618242395,False,102371.37,199.01601035054597,21119.776182423902,4034.5833333,,,,,,,,,
2017-07-07,FRI,7764.569605263158,100952.77,9.42792,140.1666667,10.85,129.3166667,258.11438755707286,N,0,110,99.15,203.5208333,62930.091271097815,0,0,0,0,0,0,0,0,0,0,21412.5,99.15,0,129.3166667,0,0,-30.166666700000007,-11512.4687501,-22834.98176582335,296.605583399454,123791.3617658234,False,102371.37,296.605583399454,21416.381765823357,3946.875,,,,,,,,,
2017-07-08,SAT,7764.729888663967,101111.13,9.438,140.0208333,10.3875,129.6333333,218.91000231941044,N,0,110,99.6125,175.21875,63277.637661722816,0,0,0,0,0,0,0,0,0,0,21412.5,99.6125,0,129.6333333,0,0,-30.020833300000007,-11542.4895834,-22894.528088673902,217.90632285055062,124009.26808867395,False,102371.37,217.90632285055062,21634.288088673908,3856.25,,,,,,,,,
2017-07-09,SUN,7764.880070850202,101259.51,9.44808,139.875,10.0866667,129.7883333,214.04357236225871,N,0,110,99.9133333,151.9375,63579.005692972816,0,0,0,0,0,0,0,0,0,0,21412.5,99.9133333,0,129.7883333,0,0,-29.875,-11572.3645834,-22953.7851511739,207.63706249999015,124216.90515117394,False,102371.37,207.63706249999015,21841.9251511739,3759.6875,,,,,,,,,
2017-07-10,MON,7765.000502512563,101378.5,9.45313,138.9583333,9.6422917,129.3160416,198.75908841371577,N,0,110,100.3577083,145.8229167,63868.24544824727,0,0,0,0,0,0,0,0,0,0,21412.5,100.3577083,0,129.3160416,0,0,-28.958333300000007,-11601.322916699999,-23011.22400527445,176.42885410055524,124393.33400527449,False,102371.37,176.42885410055524,22018.354005274454,3614.8958333,,,,,,,,,
2017-07-11,TUE,7765.149879396985,101527.13,9.46321,138.0416667,9.244375,128.79729170000002,213.19370059085188,N,0,110,100.755625,157.2395833,64180.13016172282,0,0,0,0,0,0,0,0,0,0,21412.5,100.755625,0,128.79729170000002,0,0,-28.04166670000002,-11629.3645834,-23066.844651173902,204.2506458994547,124597.58465117395,False,102371.37,204.2506458994547,22222.604651173908,3402.0833333,,,,,,,,,
2017-07-12,WED,7765.369577889447,101745.73,9.47833,138.1666667,8.9071875,129.25947920000002,248.9470353154481,N,0,110,101.09281250000001,206.7916667,64590.30143262227,0,0,0,0,0,0,0,0,0,0,21412.5,101.09281250000001,0,129.25947920000002,0,0,-28.166666700000007,-11657.5312501,-23122.71323457335,274.4685833994413,124872.0532345734,False,102371.37,274.4685833994413,22497.07323457335,3984.7222222,,,,,,,,,
2017-07-13,THU,7765.529095477387,101904.45,9.48842,160.5729167,8.870625,151.70229170000002,241.21087807257436,N,0,110,101.129375,200.4375,64987.86921387227,0,0,0,0,0,0,0,0,0,0,21412.5,101.129375,0,151.70229170000002,0,0,-50.57291670000002,-11708.104166800002,-23223.024614847804,259.0313802744513,125131.08461484784,False,102371.37,259.0313802744513,22756.104614847798,5390.8472222,,,,,,,,,
2017-07-14,FRI,7765.609145728643,101984.1,9.49346,177.875,9.4108333,168.4641667,218.11391608745083,N,0,110,100.58916669999999,159.7916667,65304.81598477172,0,0,0,0,0,0,0,0,0,0,21412.5,100.58916669999999,0,168.4641667,0,0,-67.875,-11775.979166800002,-23357.654677347804,214.28006250000874,125345.36467734785,False,102371.37,214.28006250000874,22970.384677347807,4059.7916667,,,,,,,,,
2017-07-15,SAT,7765.6394271356785,102014.23,9.49346,189.9583333,9.5195833,180.43875,205.12253014115961,N,0,110,100.4804167,120.60625,65544.03848164671,0,0,0,0,0,0,0,0,0,0,21412.5,100.4804167,0,180.43875,0,0,-79.95833329999999,-11855.9375001,-23516.25203144835,188.72735410054008,125534.0920314484,False,102371.37,188.72735410054008,23159.11203144835,3794.0625,,,,,,,,,
